timestamp,cpu,user,nice,system,idle,iowait,irq,softirq,steal
1772857381.747127199,cpu0,210294,602,219516,230692,2403,0,98757,0
1772857381.747127199,cpu1,215999,631,220854,224573,2404,0,101894,0
1772857381.747127199,cpu2,214047,469,221755,221484,2158,0,104999,0
1772857381.747127199,cpu3,219344,469,219206,220698,2358,0,106039,0
1772857381.747127199,cpu4,214979,1125,222695,216121,2247,0,112409,0
1772857381.747127199,cpu5,220926,636,219508,221384,2152,0,102802,0
1772857381.747127199,cpu6,217116,280,219169,222241,2308,0,107156,0
1772857381.747127199,cpu7,213805,399,218424,228546,2463,0,99556,0
1772857382.762669305,cpu0,210387,602,219524,230692,2403,0,98757,0
1772857382.762669305,cpu1,216052,631,220902,224574,2404,0,101895,0
1772857382.762669305,cpu2,214133,469,221770,221484,2158,0,104999,0
1772857382.762669305,cpu3,219434,469,219219,220698,2358,0,106039,0
1772857382.762669305,cpu4,215075,1125,222700,216121,2247,0,112409,0
1772857382.762669305,cpu5,221017,636,219518,221384,2152,0,102802,0
1772857382.762669305,cpu6,217186,280,219199,222241,2308,0,107156,0
1772857382.762669305,cpu7,213900,399,218430,228546,2463,0,99556,0
1772857383.777945082,cpu0,210413,602,219599,230692,2403,0,98758,0
1772857383.777945082,cpu1,216129,631,220927,224574,2404,0,101895,0
1772857383.777945082,cpu2,214226,469,221778,221484,2158,0,105000,0
1772857383.777945082,cpu3,219525,469,219228,220698,2358,0,106039,0
1772857383.777945082,cpu4,215171,1125,222706,216121,2247,0,112409,0
1772857383.777945082,cpu5,221113,636,219523,221384,2152,0,102803,0
1772857383.777945082,cpu6,217266,280,219221,222241,2308,0,107156,0
1772857383.777945082,cpu7,213998,399,218433,228546,2463,0,99556,0
1772857384.792656071,cpu0,210414,602,219699,230692,2403,0,98758,0
1772857384.792656071,cpu1,216222,631,220933,224574,2404,0,101897,0
1772857384.792656071,cpu2,214241,469,221846,221484,2158,0,105019,0
1772857384.792656071,cpu3,219620,469,219235,220698,2358,0,106039,0
1772857384.792656071,cpu4,215269,1125,222709,216121,2247,0,112409,0
1772857384.792656071,cpu5,221208,636,219530,221384,2152,0,102803,0
1772857384.792656071,cpu6,217365,280,219223,222241,2308,0,107156,0
1772857384.792656071,cpu7,214094,399,218439,228546,2463,0,99556,0
1772857385.803382141,cpu0,210416,602,219797,230692,2403,0,98758,0
1772857385.803382141,cpu1,216314,631,220941,224574,2404,0,101898,0
1772857385.803382141,cpu2,214333,469,221854,221484,2158,0,105019,0
1772857385.803382141,cpu3,219716,469,219240,220698,2358,0,106039,0
1772857385.803382141,cpu4,215366,1125,222713,216121,2247,0,112409,0
1772857385.803382141,cpu5,221274,636,219554,221384,2152,0,102814,0
1772857385.803382141,cpu6,217429,280,219255,222241,2308,0,107162,0
1772857385.803382141,cpu7,214191,399,218443,228546,2463,0,99557,0
1772857386.824113367,cpu0,210510,602,219805,230692,2403,0,98758,0
1772857386.824113367,cpu1,216360,631,220984,224574,2404,0,101910,0
1772857386.824113367,cpu2,214415,469,221874,221484,2158,0,105019,0
1772857386.824113367,cpu3,219816,469,219242,220698,2358,0,106039,0
1772857386.824113367,cpu4,215466,1125,222715,216121,2247,0,112409,0
1772857386.824113367,cpu5,221341,636,219580,221384,2152,0,102822,0
1772857386.824113367,cpu6,217527,280,219259,222241,2308,0,107162,0
1772857386.824113367,cpu7,214291,399,218444,228546,2463,0,99557,0
1772857387.833386389,cpu0,210606,602,219809,230692,2403,0,98759,0
1772857387.833386389,cpu1,216379,631,221046,224574,2404,0,101931,0
1772857387.833386389,cpu2,214515,469,221875,221484,2158,0,105020,0
1772857387.833386389,cpu3,219915,469,219244,220698,2358,0,106039,0
1772857387.833386389,cpu4,215563,1125,222719,216121,2247,0,112410,0
1772857387.833386389,cpu5,221424,636,219593,221384,2152,0,102827,0
1772857387.833386389,cpu6,217623,280,219263,222241,2308,0,107162,0
1772857387.833386389,cpu7,214387,399,218450,228546,2463,0,99557,0
1772857388.846729242,cpu0,210704,602,219813,230692,2403,0,98759,0
1772857388.846729242,cpu1,216459,631,221062,224574,2404,0,101936,0
1772857388.846729242,cpu2,214613,469,221878,221484,2158,0,105020,0
