timestamp,cpu_idx,processed,dropped,time_squeeze
1772704355.867729618,0,0x0280cb76,0x00000000,0x0000003e
1772704355.867729618,1,0x026bb2ac,0x00000000,0x00000000
1772704355.867729618,2,0x02b022ba,0x00000000,0x00000000
1772704355.867729618,3,0x02eb35af,0x00000000,0x00000000
1772704355.867729618,4,0x01fb7abf,0x00000000,0x00000000
1772704355.867729618,5,0x026d766c,0x00000000,0x00000000
1772704355.867729618,6,0x021de89e,0x00000000,0x00000000
1772704355.867729618,7,0x025bf56a,0x00000000,0x00000000
1772704357.145826619,0,0x0280cc7e,0x00000000,0x0000003e
1772704357.145826619,1,0x026bb2b2,0x00000000,0x00000000
1772704357.145826619,2,0x02b022ba,0x00000000,0x00000000
1772704357.145826619,3,0x02eb35af,0x00000000,0x00000000
1772704357.145826619,4,0x01fb7aca,0x00000000,0x00000000
1772704357.145826619,5,0x026d766c,0x00000000,0x00000000
1772704357.145826619,6,0x021de89e,0x00000000,0x00000000
1772704357.145826619,7,0x025bf56a,0x00000000,0x00000000
1772704358.357054760,0,0x0280cd9b,0x00000000,0x0000003e
1772704358.357054760,1,0x026bdef4,0x00000000,0x00000000
1772704358.357054760,2,0x02b022c0,0x00000000,0x00000000
1772704358.357054760,3,0x02eb35af,0x00000000,0x00000000
1772704358.357054760,4,0x01fb7ace,0x00000000,0x00000000
1772704358.357054760,5,0x026d767d,0x00000000,0x00000000
1772704358.357054760,6,0x021de89e,0x00000000,0x00000000
1772704358.357054760,7,0x025c057b,0x00000000,0x00000000
1772704359.641459801,0,0x0280cea8,0x00000000,0x0000003e
1772704359.641459801,1,0x026c2225,0x00000000,0x00000000
1772704359.641459801,2,0x02b022c0,0x00000000,0x00000000
1772704359.641459801,3,0x02eb35af,0x00000000,0x00000000
1772704359.641459801,4,0x01fb7ace,0x00000000,0x00000000
1772704359.641459801,5,0x026dd617,0x00000000,0x00000000
1772704359.641459801,6,0x021de89e,0x00000000,0x00000000
1772704359.641459801,7,0x025c057b,0x00000000,0x00000000
1772704360.954056491,0,0x0280cfa9,0x00000000,0x0000003e
1772704360.954056491,1,0x026c3df5,0x00000000,0x00000000
1772704360.954056491,2,0x02b06433,0x00000000,0x00000000
1772704360.954056491,3,0x02eb35af,0x00000000,0x00000000
1772704360.954056491,4,0x01fb7adc,0x00000000,0x00000000
1772704360.954056491,5,0x026dfa86,0x00000000,0x00000000
1772704360.954056491,6,0x021ded3e,0x00000000,0x00000000
1772704360.954056491,7,0x025c0a93,0x00000000,0x00000000
1772704362.119233963,0,0x0280d0a9,0x00000000,0x0000003e
1772704362.119233963,1,0x026c3df5,0x00000000,0x00000000
1772704362.119233963,2,0x02b065fd,0x00000000,0x00000000
1772704362.119233963,3,0x02eb4b3b,0x00000000,0x00000000
1772704362.119233963,4,0x01fb7ae6,0x00000000,0x00000000
1772704362.119233963,5,0x026dfa88,0x00000000,0x00000000
1772704362.119233963,6,0x021ded3e,0x00000000,0x00000000
1772704362.119233963,7,0x025c9311,0x00000000,0x00000000
1772704363.311934561,0,0x0280d1f0,0x00000000,0x0000003e
1772704363.311934561,1,0x026c3df5,0x00000000,0x00000000
1772704363.311934561,2,0x02b065fd,0x00000000,0x00000000
1772704363.311934561,3,0x02eb876d,0x00000000,0x00000000
1772704363.311934561,4,0x01fb7aee,0x00000000,0x00000000
1772704363.311934561,5,0x026dfa8a,0x00000000,0x00000000
1772704363.311934561,6,0x021ded40,0x00000000,0x00000000
1772704363.311934561,7,0x025cfdc1,0x00000000,0x00000000
1772704364.488794707,0,0x0280d23b,0x00000000,0x0000003e
1772704364.488794707,1,0x026c3df5,0x00000000,0x00000000
1772704364.488794707,2,0x02b065ff,0x00000000,0x00000000
1772704364.488794707,3,0x02ebd761,0x00000000,0x00000000
1772704364.488794707,4,0x01fb7af8,0x00000000,0x00000000
1772704364.488794707,5,0x026dfa8a,0x00000000,0x00000000
1772704364.488794707,6,0x021ded40,0x00000000,0x00000000
1772704364.488794707,7,0x025d6d10,0x00000000,0x00000000
1772704365.669873620,0,0x0280d23e,0x00000000,0x0000003e
1772704365.669873620,1,0x026c3df5,0x00000000,0x00000000
1772704365.669873620,2,0x02b0660a,0x00000000,0x00000000
1772704365.669873620,3,0x02ebd761,0x00000000,0x00000000
1772704365.669873620,4,0x01fb7afb,0x00000000,0x00000000
