timestamp,cpu,user,nice,system,idle,iowait,irq,softirq,steal
1772706535.276860493,cpu0,451999,4070,72498,524613,4439,0,17809,0
1772706535.276860493,cpu1,447837,4706,84039,513978,8619,0,18827,0
1772706535.276860493,cpu2,412328,4265,110329,509255,9897,0,23963,0
1772706535.276860493,cpu3,430846,3967,101527,512997,10708,0,18454,0
1772706535.276860493,cpu4,467775,4130,80462,506015,8298,0,12367,0
1772706535.276860493,cpu5,455621,4445,90046,503251,4538,0,19528,0
1772706535.276860493,cpu6,460678,3958,86119,499534,7517,0,21180,0
1772706535.276860493,cpu7,449182,3819,81757,512285,10707,0,15598,0
1772706536.291322507,cpu0,452083,4076,72509,524613,4439,0,17809,0
1772706536.291322507,cpu1,447934,4706,84044,513978,8619,0,18827,0
1772706536.291322507,cpu2,412415,4265,110344,509255,9897,0,23963,0
1772706536.291322507,cpu3,430938,3967,101536,512997,10708,0,18454,0
1772706536.291322507,cpu4,467858,4130,80481,506015,8298,0,12367,0
1772706536.291322507,cpu5,455716,4447,90052,503251,4538,0,19528,0
1772706536.291322507,cpu6,460759,3958,86139,499534,7517,0,21180,0
1772706536.291322507,cpu7,449248,3819,81792,512285,10707,0,15598,0
1772706537.323164547,cpu0,452182,4077,72512,524613,4439,0,17810,0
1772706537.323164547,cpu1,447998,4706,84082,513978,8619,0,18827,0
1772706537.323164547,cpu2,412458,4265,110403,509255,9897,0,23963,0
1772706537.323164547,cpu3,431029,3973,101542,512997,10708,0,18454,0
1772706537.323164547,cpu4,467957,4130,80485,506015,8298,0,12367,0
1772706537.323164547,cpu5,455815,4447,90055,503251,4538,0,19528,0
1772706537.323164547,cpu6,460827,3958,86174,499534,7517,0,21180,0
1772706537.323164547,cpu7,449350,3819,81792,512285,10707,0,15598,0
1772706538.348011309,cpu0,452280,4077,72514,524613,4439,0,17811,0
1772706538.348011309,cpu1,448096,4708,84085,513978,8619,0,18827,0
1772706538.348011309,cpu2,412459,4265,110504,509255,9897,0,23963,0
1772706538.348011309,cpu3,431121,3973,101552,512997,10708,0,18454,0
1772706538.348011309,cpu4,468049,4135,80490,506015,8298,0,12367,0
1772706538.348011309,cpu5,455874,4447,90092,503251,4538,0,19534,0
1772706538.348011309,cpu6,460925,3958,86178,499534,7517,0,21180,0
1772706538.348011309,cpu7,449446,3821,81798,512285,10707,0,15598,0
1772706539.359229997,cpu0,452376,4077,72518,524613,4439,0,17812,0
1772706539.359229997,cpu1,448192,4710,84088,513978,8619,0,18827,0
1772706539.359229997,cpu2,412469,4265,110597,509255,9897,0,23963,0
1772706539.359229997,cpu3,431216,3976,101556,512997,10708,0,18454,0
1772706539.359229997,cpu4,468149,4135,80492,506015,8298,0,12367,0
1772706539.359229997,cpu5,455926,4448,90132,503251,4538,0,19543,0
1772706539.359229997,cpu6,461021,3958,86183,499535,7517,0,21180,0
1772706539.359229997,cpu7,449543,3822,81800,512285,10707,0,15598,0
1772706540.380806158,cpu0,452473,4077,72522,524613,4440,0,17812,0
1772706540.380806158,cpu1,448277,4712,84102,513978,8619,0,18829,0
1772706540.380806158,cpu2,412562,4265,110605,509255,9897,0,23963,0
1772706540.380806158,cpu3,431282,3976,101591,512997,10708,0,18454,0
1772706540.380806158,cpu4,468246,4137,80495,506015,8298,0,12367,0
1772706540.380806158,cpu5,455988,4448,90162,503252,4538,0,19553,0
1772706540.380806158,cpu6,461115,3960,86190,499535,7517,0,21180,0
1772706540.380806158,cpu7,449608,3823,81837,512285,10707,0,15598,0
1772706541.402622341,cpu0,452572,4078,72524,524613,4440,0,17813,0
1772706541.402622341,cpu1,448377,4712,84103,513978,8619,0,18830,0
1772706541.402622341,cpu2,412664,4265,110605,509255,9897,0,23963,0
1772706541.402622341,cpu3,431380,3977,101594,512997,10708,0,18454,0
1772706541.402622341,cpu4,468342,4141,80496,506015,8298,0,12367,0
1772706541.402622341,cpu5,455993,4449,90239,503252,4538,0,19573,0
1772706541.402622341,cpu6,461217,3960,86190,499535,7517,0,21180,0
1772706541.402622341,cpu7,449629,3823,81918,512285,10707,0,15598,0
1772706542.424645843,cpu0,452669,4079,72527,524613,4440,0,17813,0
1772706542.424645843,cpu1,448478,4712,84103,513978,8619,0,18830,0
1772706542.424645843,cpu2,412765,4265,110605,509255,9897,0,23963,0
1772706542.424645843,cpu3,431479,3977,101597,512997,10708,0,18454,0
1772706542.424645843,cpu4,468436,4144,80501,506015,8298,0,12367,0
1772706542.424645843,cpu5,455997,4449,90316,503252,4538,0,19594,0
1772706542.424645843,cpu6,461318,3960,86191,499535,7517,0,21180,0
1772706542.424645843,cpu7,449726,3823,81923,512285,10707,0,15598,0
1772706543.448312726,cpu0,452768,4079,72530,524613,4440,0,17814,0
1772706543.448312726,cpu1,448577,4714,84105,513978,8619,0,18830,0
1772706543.448312726,cpu2,412843,4265,110628,509255,9897,0,23965,0
1772706543.448312726,cpu3,431578,3977,101600,512997,10708,0,18454,0
1772706543.448312726,cpu4,468536,4145,80503,506015,8298,0,12367,0
1772706543.448312726,cpu5,456034,4451,90364,503252,4538,0,19608,0
1772706543.448312726,cpu6,461420,3960,86191,499535,7517,0,21180,0
1772706543.448312726,cpu7,449824,3824,81926,512285,10707,0,15598,0
1772706544.463373212,cpu0,452840,4079,72554,524613,4440,0,17819,0
