@runq_delay_us: 
[2, 4)            156922 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@        |
[4, 8)             20453 |@@@@@                                               |
[8, 16)             4916 |@                                                   |
[16, 32)            4090 |@                                                   |
[32, 64)            2671 |                                                    |
[64, 128)            389 |                                                    |
[128, 256)           228 |                                                    |
[256, 512)           165 |                                                    |
[512, 1K)            192 |                                                    |
[1K, 2K)             180 |                                                    |
[2K, 4K)              99 |                                                    |
[4K, 8K)              27 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             3 |                                                    |

@ctx_switches: 816256
@runq_delay_us: 
[0]                38775 |@@@@@@@@@@                                          |
[1]               194770 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            164082 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             21408 |@@@@@                                               |
[8, 16)             5196 |@                                                   |
[16, 32)            4292 |@                                                   |
[32, 64)            2779 |                                                    |
[64, 128)            399 |                                                    |
[128, 256)           236 |                                                    |
[256, 512)           168 |                                                    |
[512, 1K)            194 |                                                    |
[1K, 2K)             184 |                                                    |
[2K, 4K)             102 |                                                    |
[4K, 8K)              28 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             3 |                                                    |

@ctx_switches: 857918
@runq_delay_us: 
[0]                38840 |@@@@@@@@@                                           |
[1]               203512 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            167271 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             21931 |@@@@@                                               |
[8, 16)             5388 |@                                                   |
[16, 32)            4414 |@                                                   |
[32, 64)            2841 |                                                    |
[64, 128)            410 |                                                    |
[128, 256)           241 |                                                    |
[256, 512)           173 |                                                    |
[512, 1K)            196 |                                                    |
[1K, 2K)             186 |                                                    |
[2K, 4K)             105 |                                                    |
[4K, 8K)              29 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             3 |                                                    |

@ctx_switches: 883555
@runq_delay_us: 
[0]                39633 |@@@@@@@@@@                                          |
[1]               205573 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            168772 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             22230 |@@@@@                                               |
[8, 16)             5505 |@                                                   |
[16, 32)            4483 |@                                                   |
[32, 64)            2891 |                                                    |
[64, 128)            414 |                                                    |
[128, 256)           242 |                                                    |
[256, 512)           177 |                                                    |
[512, 1K)            202 |                                                    |
[1K, 2K)             192 |                                                    |
[2K, 4K)             109 |                                                    |
[4K, 8K)              32 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 893240
@runq_delay_us: 
[0]                39662 |@@@@@@@@@                                           |
[1]               207500 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            171976 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             22575 |@@@@@                                               |
[8, 16)             5651 |@                                                   |
[16, 32)            4556 |@                                                   |
[32, 64)            2966 |                                                    |
[64, 128)            421 |                                                    |
[128, 256)           250 |                                                    |
[256, 512)           180 |                                                    |
[512, 1K)            203 |                                                    |
[1K, 2K)             197 |                                                    |
[2K, 4K)             111 |                                                    |
[4K, 8K)              33 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 904692
@runq_delay_us: 
[0]                40132 |@@@@@@@@@                                           |
[1]               210214 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            176493 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             23138 |@@@@@                                               |
[8, 16)             5752 |@                                                   |
[16, 32)            4629 |@                                                   |
[32, 64)            3020 |                                                    |
[64, 128)            426 |                                                    |
[128, 256)           261 |                                                    |
[256, 512)           183 |                                                    |
[512, 1K)            205 |                                                    |
[1K, 2K)             200 |                                                    |
[2K, 4K)             114 |                                                    |
[4K, 8K)              34 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 921624
@runq_delay_us: 
[0]                40987 |@@@@@@@@@                                           |
[1]               214487 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            179230 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             23530 |@@@@@                                               |
[8, 16)             5829 |@                                                   |
[16, 32)            4699 |@                                                   |
[32, 64)            3070 |                                                    |
[64, 128)            435 |                                                    |
[128, 256)           262 |                                                    |
[256, 512)           187 |                                                    |
[512, 1K)            210 |                                                    |
[1K, 2K)             204 |                                                    |
[2K, 4K)             115 |                                                    |
[4K, 8K)              34 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 938472
@runq_delay_us: 
[0]                41902 |@@@@@@@@@                                           |
[1]               219405 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            183302 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             23985 |@@@@@                                               |
[8, 16)             5928 |@                                                   |
[16, 32)            4777 |@                                                   |
[32, 64)            3127 |                                                    |
[64, 128)            441 |                                                    |
[128, 256)           268 |                                                    |
[256, 512)           189 |                                                    |
[512, 1K)            212 |                                                    |
[1K, 2K)             204 |                                                    |
[2K, 4K)             116 |                                                    |
[4K, 8K)              34 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 959544
@runq_delay_us: 
[0]                43256 |@@@@@@@@@@                                          |
[1]               223973 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            186821 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             24381 |@@@@@                                               |
[8, 16)             6007 |@                                                   |
[16, 32)            4845 |@                                                   |
[32, 64)            3184 |                                                    |
[64, 128)            455 |                                                    |
[128, 256)           269 |                                                    |
[256, 512)           192 |                                                    |
[512, 1K)            216 |                                                    |
[1K, 2K)             205 |                                                    |
[2K, 4K)             120 |                                                    |
[4K, 8K)              34 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 979559
@runq_delay_us: 
[0]                46395 |@@@@@@@@@@                                          |
[1]               228614 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            190048 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             24728 |@@@@@                                               |
[8, 16)             6114 |@                                                   |
[16, 32)            4912 |@                                                   |
[32, 64)            3242 |                                                    |
[64, 128)            470 |                                                    |
[128, 256)           276 |                                                    |
[256, 512)           195 |                                                    |
[512, 1K)            222 |                                                    |
[1K, 2K)             207 |                                                    |
[2K, 4K)             125 |                                                    |
[4K, 8K)              36 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1002628
@runq_delay_us: 
[0]                46458 |@@@@@@@@@@                                          |
[1]               236444 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            196565 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             25417 |@@@@@                                               |
[8, 16)             6288 |@                                                   |
[16, 32)            5068 |@                                                   |
[32, 64)            3369 |                                                    |
[64, 128)            486 |                                                    |
[128, 256)           284 |                                                    |
[256, 512)           203 |                                                    |
[512, 1K)            231 |                                                    |
[1K, 2K)             222 |                                                    |
[2K, 4K)             131 |                                                    |
[4K, 8K)              37 |                                                    |
[8K, 16K)              9 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1033577
@runq_delay_us: 
[0]                51914 |@@@@@@@@@@@                                         |
[1]               241465 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            199240 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             25695 |@@@@@                                               |
[8, 16)             6377 |@                                                   |
[16, 32)            5135 |@                                                   |
[32, 64)            3416 |                                                    |
[64, 128)            489 |                                                    |
[128, 256)           284 |                                                    |
[256, 512)           205 |                                                    |
[512, 1K)            233 |                                                    |
[1K, 2K)             223 |                                                    |
[2K, 4K)             136 |                                                    |
[4K, 8K)              40 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1060735
@runq_delay_us: 
[0]                51934 |@@@@@@@@@@@                                         |
[1]               243947 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            201007 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             26011 |@@@@@                                               |
[8, 16)             6460 |@                                                   |
[16, 32)            5205 |@                                                   |
[32, 64)            3448 |                                                    |
[64, 128)            495 |                                                    |
[128, 256)           292 |                                                    |
[256, 512)           208 |                                                    |
[512, 1K)            242 |                                                    |
[1K, 2K)             229 |                                                    |
[2K, 4K)             137 |                                                    |
[4K, 8K)              40 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1070194
@runq_delay_us: 
[0]                52368 |@@@@@@@@@@                                          |
[1]               250203 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            204249 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             26434 |@@@@@                                               |
[8, 16)             6589 |@                                                   |
[16, 32)            5305 |@                                                   |
[32, 64)            3506 |                                                    |
[64, 128)            517 |                                                    |
[128, 256)           304 |                                                    |
[256, 512)           212 |                                                    |
[512, 1K)            248 |                                                    |
[1K, 2K)             235 |                                                    |
[2K, 4K)             140 |                                                    |
[4K, 8K)              41 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1091369
@runq_delay_us: 
[0]                53059 |@@@@@@@@@@                                          |
[1]               254580 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            208736 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             26865 |@@@@@                                               |
[8, 16)             6689 |@                                                   |
[16, 32)            5369 |@                                                   |
[32, 64)            3570 |                                                    |
[64, 128)            522 |                                                    |
[128, 256)           308 |                                                    |
[256, 512)           214 |                                                    |
[512, 1K)            248 |                                                    |
[1K, 2K)             235 |                                                    |
[2K, 4K)             140 |                                                    |
[4K, 8K)              42 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1111669
@runq_delay_us: 
[0]                54255 |@@@@@@@@@@                                          |
[1]               259213 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            214931 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             27414 |@@@@@                                               |
[8, 16)             6817 |@                                                   |
[16, 32)            5471 |@                                                   |
[32, 64)            3645 |                                                    |
[64, 128)            533 |                                                    |
[128, 256)           320 |                                                    |
[256, 512)           216 |                                                    |
[512, 1K)            250 |                                                    |
[1K, 2K)             240 |                                                    |
[2K, 4K)             144 |                                                    |
[4K, 8K)              42 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1137319
@runq_delay_us: 
[0]                54291 |@@@@@@@@@@                                          |
[1]               261447 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            217861 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             28092 |@@@@@                                               |
[8, 16)             6978 |@                                                   |
[16, 32)            5578 |@                                                   |
[32, 64)            3724 |                                                    |
[64, 128)            544 |                                                    |
[128, 256)           332 |                                                    |
[256, 512)           229 |                                                    |
[512, 1K)            262 |                                                    |
[1K, 2K)             249 |                                                    |
[2K, 4K)             154 |                                                    |
[4K, 8K)              43 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1149744
@runq_delay_us: 
[0]                54324 |@@@@@@@@@@                                          |
[1]               264141 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            221463 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             28466 |@@@@@                                               |
[8, 16)             7062 |@                                                   |
[16, 32)            5642 |@                                                   |
[32, 64)            3770 |                                                    |
[64, 128)            553 |                                                    |
[128, 256)           338 |                                                    |
[256, 512)           234 |                                                    |
[512, 1K)            265 |                                                    |
[1K, 2K)             252 |                                                    |
[2K, 4K)             154 |                                                    |
[4K, 8K)              44 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1163466
@runq_delay_us: 
[0]                54912 |@@@@@@@@@@                                          |
[1]               268797 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            224718 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             28882 |@@@@@                                               |
[8, 16)             7178 |@                                                   |
[16, 32)            5724 |@                                                   |
[32, 64)            3825 |                                                    |
[64, 128)            566 |                                                    |
[128, 256)           344 |                                                    |
[256, 512)           236 |                                                    |
[512, 1K)            270 |                                                    |
[1K, 2K)             256 |                                                    |
[2K, 4K)             155 |                                                    |
[4K, 8K)              44 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1181695
@runq_delay_us: 
[0]                55084 |@@@@@@@@@@                                          |
[1]               273622 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            228017 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             29259 |@@@@@                                               |
[8, 16)             7279 |@                                                   |
[16, 32)            5785 |@                                                   |
[32, 64)            3883 |                                                    |
[64, 128)            578 |                                                    |
[128, 256)           349 |                                                    |
[256, 512)           241 |                                                    |
[512, 1K)            271 |                                                    |
[1K, 2K)             257 |                                                    |
[2K, 4K)             155 |                                                    |
[4K, 8K)              45 |                                                    |
[8K, 16K)             10 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1199363
@runq_delay_us: 
[0]                58184 |@@@@@@@@@@                                          |
[1]               282623 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            233335 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             29997 |@@@@@                                               |
[8, 16)             7472 |@                                                   |
[16, 32)            5928 |@                                                   |
[32, 64)            4014 |                                                    |
[64, 128)            586 |                                                    |
[128, 256)           363 |                                                    |
[256, 512)           251 |                                                    |
[512, 1K)            278 |                                                    |
[1K, 2K)             269 |                                                    |
[2K, 4K)             159 |                                                    |
[4K, 8K)              48 |                                                    |
[8K, 16K)             11 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1236453
@runq_delay_us: 
[0]                58349 |@@@@@@@@@@                                          |
[1]               287289 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            237574 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[4, 8)             30457 |@@@@@                                               |
[8, 16)             7558 |@                                                   |
[16, 32)            5994 |@                                                   |
[32, 64)            4084 |                                                    |
[64, 128)            591 |                                                    |
[128, 256)           364 |                                                    |
[256, 512)           252 |                                                    |
[512, 1K)            279 |                                                    |
[1K, 2K)             269 |                                                    |
[2K, 4K)             159 |                                                    |
[4K, 8K)              48 |                                                    |
[8K, 16K)             11 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1255869
@runq_delay_us: 
[0]                63612 |@@@@@@@@@@                                          |
[1]               301978 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            243579 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@           |
[4, 8)             30918 |@@@@@                                               |
[8, 16)             7648 |@                                                   |
[16, 32)            6043 |@                                                   |
[32, 64)            4116 |                                                    |
[64, 128)            596 |                                                    |
[128, 256)           368 |                                                    |
[256, 512)           255 |                                                    |
[512, 1K)            281 |                                                    |
[1K, 2K)             271 |                                                    |
[2K, 4K)             160 |                                                    |
[4K, 8K)              48 |                                                    |
[8K, 16K)             11 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1308975
@runq_delay_us: 
[0]                69094 |@@@@@@@@@@@                                         |
[1]               304455 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            246144 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             31281 |@@@@@                                               |
[8, 16)             7752 |@                                                   |
[16, 32)            6118 |@                                                   |
[32, 64)            4182 |                                                    |
[64, 128)            609 |                                                    |
[128, 256)           379 |                                                    |
[256, 512)           257 |                                                    |
[512, 1K)            288 |                                                    |
[1K, 2K)             275 |                                                    |
[2K, 4K)             165 |                                                    |
[4K, 8K)              48 |                                                    |
[8K, 16K)             11 |                                                    |
[16K, 32K)             4 |                                                    |

@ctx_switches: 1331166
@runq_delay_us: 
[0]                69095 |@@@@@@@@@@@                                         |
[1]               305038 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)            246513 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)             31361 |@@@@@                                               |
[8, 16)             7763 |@                                                   |
[16, 32)            6131 |@                                                   |
[32, 64)            4182 |                                                    |
[64, 128)            610 |                                                    |
[128, 256)           379 |                                                    |
[256, 512)           257 |                                                    |
[512, 1K)            289 |                                                    |
[1K, 2K)             276 |                                                    |
[2K, 4K)             165 |                                                    |
[4K, 8K)              48 |                                                    |
[8K, 16K)             11 |                                                    |
[16K, 32K)             4 |                                                    |

@per_proc[(udev-worker)]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[systemd-timesyn]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[khungtaskd]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[(iperf3)]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-housekeepin]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-color]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[grep]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gnome-calendar]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[evolution-alarm]: 
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[date]: 
[1]                    1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[cron]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[z_fr_iss_1]: 
[1]                    1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[awk]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[sudo]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[kerneloops]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[ip]: 
[0]                    1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[1]                    0 |                                                    |
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[mc-itemcrawler]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[MemoryInfra]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[z_trim_int]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[z_trim_iss]: 
[1]                    1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[single]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 0 |                                                    |
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[rcu_tasks_trace]: 
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 0 |                                                    |
[8, 16)                2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |

@per_proc[rcu_exp_gp_kthr]: 
[1]                    2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 0 |                                                    |
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[systemd-udevd]: 
[1]                    1 |@@@@@@@@@@@@@@@@@                                   |
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[in:imuxsock]: 
[1]                    1 |@@@@@@                                              |
[2, 4)                 8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[CacheThread_Blo]: 
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)                 6 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[rs:main Q:Reg]: 
[1]                    1 |@@@@@@@                                             |
[2, 4)                 7 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 1 |@@@@@@@                                             |

@per_proc[GpuWatchdog]: 
[1]                    1 |@@@@@@@                                             |
[2, 4)                 7 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 1 |@@@@@@@                                             |
[8, 16)                1 |@@@@@@@                                             |

@per_proc[snap]: 
[1]                    1 |@@@@@@                                              |
[2, 4)                 8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@                                 |

@per_proc[fwupd]: 
[1]                    3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[2, 4)                 1 |@@@@@@@@@@@@@@@@@                                   |
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)               3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[32, 64)               3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[64, 128)              1 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[wireplumber]: 
[2, 4)                 2 |@@@@@@@@@@@@@@                                      |
[4, 8)                 5 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[8, 16)                7 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@@@@@@                                             |

@per_proc[gsd-media-keys]: 
[1]                    1 |@@@@@@                                              |
[2, 4)                 8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 0 |                                                    |
[8, 16)                1 |@@@@@@                                              |
[16, 32)               4 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[32, 64)               1 |@@@@@@                                              |
[64, 128)              1 |@@@@@@                                              |

@per_proc[systemd]: 
[0]                    1 |@@@@@@@                                             |
[1]                    5 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
